Book,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,Elig,Sire Of Dam
4,8,2590,"South Point Sales Agency, Agent XXI ",,Wise and Elegant,,DB/BR,Filly,Wise and Elegant,Hard Spun,You Betcha Babe,,,,,"McMahon & Hill Bloodstock, Agt/All My Hart Racing",27000,,
4,8,2591,Hinkle Farms ,,True Prodigy,,CH,Colt,True Prodigy,Mendelssohn,Zapparition,,,,,Keep the Ball Rollin,60000,,
4,8,2592,"Brookdale Sales, Agent for CASA Farms I LLC ",,Attabe,,B,Filly,Attabe,Distorted Humor,Zetta Z,,,,,"Ben McElroy, Agent",85000,,
4,8,2593,"Warrendale Sales, Agent XVIII ",,Shadow Bay,,B,Colt,Shadow Bay,Ghostzapper,Abatis,,,,,Grassroots Training & Sales ,40000,,
4,8,2594,"Paramount Sales, Agent I ",,Scootscoot,,B,Colt,Scootscoot,Malibu Moon,Accomplish First,,,,,Chris Seale,62000,,
4,8,2595,"Shawhan Place LLC, Agent V ",,Spun in a Million,,B,Filly,Spun in a Million,Hard Spun,Adjudication,,,,,"Meliora Equine, LLC",40000,,
4,8,2596,"Blake-Albina Thoroughbred Services LLC, Agent I ",,Chimaev,,B    ,Colt,Chimaev,Sharp Azteca,Affect,,,,,Gina Fennell,40000,,
4,8,2597,"Indian Creek, Agent ",,Dalakhov,,B,Colt,Dalakhov,Noble Mission (GB),Agades,,,,,Out,0,,
4,8,2598,"Cara Bloodstock, Agent for Saintsbury Farms Inc. (Christine & Jay Hayden)",,Disturbio,,B,Colt,Disturbio,West Coast,Agatha,,,,,Aldo Peceros,12000,,
4,8,2599,"Buckland Sales (Zach Madden), Agent IV ",,Boudin,,B,Colt,Boudin,Brody's Cause,Algowild,,,,,"Dale Romans, Agent",15000,,
4,8,2600,"Hermitage Farm, Agent ",,Gonna Cut It,,B,Filly,Gonna Cut It,Broken Vow,All Day Lawn,,,,,"Kenneth McPeek, Agent",45000,,
4,8,2601,"Buckland Sales (Zach Madden), Agent II ",,A Trompa Limpia,,CH,Filly,A Trompa Limpia,Good Magic,All for Georgia,,,,,Out,0,,
4,8,2602,"Royal Oak Farm (Damian & Braxton Lynch), Agent ",,Goodlookinrags,,CH,Colt,Goodlookinrags,Union Rags,Almond Roca,,,,,Ron Salerno,75000,,
4,8,2603,"Mill Ridge Sales, Agent ",,Prince Abu Dhabi,,B,Colt,Prince Abu Dhabi,Palace Malice,American Girl (IRE),,,,,Steve Kinross/Backwards K Racing,8000,,
4,8,2604,"Buckland Sales (Zach Madden), Agent III ",,Maxx Magic,,B,Colt,Maxx Magic,Good Magic,American Romance,,,,,"R.N.A. (45,000)",---,,
4,8,2605,"Wynnstay Sales, Agent V ",,Congrats --- Ametrine,,CH,Colt,,Congrats,Ametrine,,,,,Out,0,,
4,8,2606,"Four Star Sales, Agent ",,Serenata de Amor,,CH,Filly,Serenata de Amor,Collected,Anna Pavlova,,,,,"R.N.A. (55,000)",---,,
4,8,2607,"Taylor Made Sales Agency, Agent VI ",,Anna's Devil,,B,Filly,Anna's Devil,Laoban,Anna's Angel,,,,,St. George Stable LLC,30000,,
4,8,2608,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Metaphysical,,CH   ,Filly,Metaphysical,American Freedom,Another Ghazo,,,,,"William Denzik, Agent for Rocket Ship Racing, LLC",60000,,
4,8,2609,"Paramount Sales, Agent LXXVI ",,Tavernelle,,DB/BR,Colt,Tavernelle,Bernardini,Apology Accepted,,,,,"R.N.A. (27,000)",---,,
4,8,2610,"Paramount Sales, Agent XXXIII ",,Bougie Joe,,B,Colt,Bougie Joe,Goldencents,Appealing Cat,,,,,"Cres Ran LLC / Ran M. Leonard, Agent & Gavin",70000,,
4,8,2611,"Woodford Thoroughbreds, Agent I ",,Im Singled Up,,DB/BR,Filly,Im Singled Up,Collected,Ardara,,,,,Carrol Castille,80000,,
4,8,2612,"Warrendale Sales, Agent XLI ",,Angel of Empire,,B,Colt,Angel of Empire,Classic Empire,Armony's Angel,,,,,Albaugh Family Stable LLC,70000,,
4,8,2613,"Cross Keys Sales LLC, Agent I ",,La Besa,,CH   ,Filly,La Besa,Klimt,Artistic License,,,,,Sterbenz Racing LLC,17000,,
4,8,2614,"Buckland Sales (Zach Madden), Agent XI ",,Valiant Praise,,GR/RO,Filly,Valiant Praise,Congrats,Auntie Soph,,,,,"Kenneth McPeek, Agent",65000,,
4,8,2615,"James B. Keogh (Grovendale), Agent for WinStar Farm Bred & Raised ",,Secret Money,,B,Filly,Secret Money,Good Samaritan,Awesome Humor,,,,,Legion Bloodstock,35000,,
4,8,2616,"St George Sales, Agent IX ",,Lord of the Navy,,CH,Colt,Lord of the Navy,Lord Nelson,Awesomemundo,,,,,Dennis O'Neill,165000,,
4,8,2617,"Shawhan Place LLC, Agent IV ",,Lady Shylock,,CH,Filly,Lady Shylock,Collected,Basaata,,,,,"R.N.A. (37,000)",---,,
4,8,2618,"Paramount Sales, Agent XLVI ",,Elroy,,DB/BR,Colt,Elroy,Cairo Prince,Bay Finn,,,,,"Dale Romans, Agent",90000,,
4,8,2619,"Paramount Sales, Agent XCIX ",,Looking for Hope,,CH,Filly,Looking for Hope,Practical Joke,Bella Collina,,,,,Out,0,,
4,8,2620,Brandywine Farm (Jim & Pam Robinson) ,,Go Soldier Go,,CH   ,Colt,Go Soldier Go,Tapiture,Better Again,,,,,"Chad Schumer, Agent",45000,,
4,8,2621,"Hidden Brook, Agent XX ",,Peja Du,,B,Colt,Peja Du,Always Dreaming,Betty's Solutions,,,,,"R.N.A. (70,000)",---,,
4,8,2622,"Anderson Farms, Agent ",,Bombetta,,CH   ,Filly,Bombetta,Collected,Bezzera,,,,,Speedway Stables,320000,,
4,8,2623,"Indian Creek, Agent ",,Lookin At Lucky --- Bikini Beauty,,B,Colt,,Lookin At Lucky,Bikini Beauty,,,,,Out,0,,
4,8,2624,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent X ",,True Temper,,DB/BR,Colt,True Temper,Maclean's Music,Bingo,,,,,Jackpot Farm,35000,,
4,8,2625,"South Point Sales Agency, Agent V ",,Goggins,,B,Colt,Goggins,Liam's Map,Blake's Magic,,,,,"R.N.A. (27,000)",---,,
4,8,2626,"St George Sales, Agent XXX ",,Puttheblameonme,,B,Colt,Puttheblameonme,Outwork,Blame Kris,,,,,Out,0,,
4,8,2627,"Paramount Sales, Agent LXXXV ",,Kevin Performance,,DB/BR,Colt,Kevin Performance,Oscar Performance,Blue Blue Song,,,,,"R.N.A. (27,000)",---,,
4,8,2628,"Taylor Made Sales Agency, Agent VIII ",,Lollipop Gumdrop,,B,Filly,Lollipop Gumdrop,Twirling Candy,Blue Grass Mary,,,,,"Legion Bloodstock, Agent for Grantley Acres",130000,,
4,8,2629,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Blessed Touch,,B    ,Filly,Blessed Touch,Girvin,Blushing Touch,,,,,"Julie Davies, Agent",32000,,
4,8,2630,"Paramount Sales, Agent XXX ",,Cowboy Values,,B,Colt,Cowboy Values,Army Mule,Bodella,,,,,Woodford Thoroughbreds,160000,,
4,8,2631,"Taylor Made Sales Agency, Agent CLXI ",,Run and Gun,,B    ,Filly,Run and Gun,Gun Runner,Bootery,,,,,Six Column Stables,110000,,
4,8,2632,Beau Lane Bloodstock ,,Big Dig,,DB/BR,Filly,Big Dig,Mor Spirit,Boston Mine,,,,,"Lauren Carlisle, Agent",30000,,
4,8,2633,"Ballysax Bloodstock, Agent I ",,Theseguysgotgame,,B,Colt,Theseguysgotgame,Classic Empire,Brief Holiday,,,,,Hoppel,30000,,
4,8,2634,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ",,Destine to Race,,GR/RO,Filly,Destine to Race,Cairo Prince,Bruised Orange,,,,,Ervin Rodriguez,90000,,
4,8,2635,"Buckland Sales (Zach Madden), Agent I ",,Cajun Blast,,GR/RO,Colt,Cajun Blast,Tapwrit,Cabanero,,,,,Out,0,,
4,8,2636,"Taylor Made Sales Agency, Agent for Stonestreet Bred & Raised",,Will's Music,,CH,Colt,Will's Music,Maclean's Music,Cabo Queen,,,,,"Willis Horton Racing, LLC",160000,,
4,8,2637,"Vinery Sales, Agent for Haymarket Farm LLC ",,Yadeil M,,B    ,Colt,Yadeil M,Klimt,Caftan,,,,,Ervin Rodriguez,42000,,
4,8,2638,"Small Batch Sales, Agent XII ",,Blooming Hills,,B,Filly,Blooming Hills,Flatter,Call for Fire,,,,,Out,0,,
4,8,2639,"Taylor Made Sales Agency, Agent CLI ",,Alwafi,,DB/BR,Colt,Alwafi,Not This Time,Cape Lady,,,,,Unified Thoroughbred,27000,,
4,8,2640,"Wynnstay Sales, Agent V ",,Rubmeforluck,,B    ,Filly,Rubmeforluck,Lookin At Lucky,Carolina Peach,,,,,Triple V Racing LLC,50000,,
4,8,2641,"Taylor Made Sales Agency, Agent CXLIV ",,No Deliberation,,DB/BR,Colt,No Deliberation,Twirling Candy,Caroline Test,,,,,Out,0,,
4,8,2642,Hinkle Farms ,,Lucky's Lane,,CH,Colt,Lucky's Lane,Lookin At Lucky,Castle Road,,,,,"Lothenbach Stables, Inc.",75000,,
4,8,2643,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Closethegame Sugar,,B    ,Colt,Closethegame Sugar,Girvin,Casual Cocktail,,,,,Adam Rice,10000,,
4,8,2644,"Paramount Sales, Agent I ",,When I Get Paid,,CH,Colt,When I Get Paid,Dialed In,Catch My Fancy,,,,,Hoppel,42000,,
4,8,2645,"Taylor Made Sales Agency, Agent CXVII ",,Blamethegoodtimes,,DB/BR,Colt,Blamethegoodtimes,Blame,Celebrategoodtimes,,,,,"Brooke Hubbard, Agent",65000,,
4,8,2646,"Taylor Made Sales Agency, Agent CLIX ",,Idratherbeblessed,,B,Colt,Idratherbeblessed,Unified,Celestial Smile,,,,,Wayne Scherr,52000,,
4,8,2647,Brandywine Farm (Jim & Pam Robinson) ,,Popthechampagne Ro,,DB/BR,Filly,Popthechampagne Ro,Connect,Champagne Sparkle,,,,,Raroma Stables,10000,,
4,8,2648,"Four Star Sales, Agent ",,Accelerate --- Chelsea Ballad,,B,Filly,,Accelerate,Chelsea Ballad,,,,,Out,0,,
4,8,2649,"Vinery Sales, Agent XVII ",,Sara's Shaman,,B,Colt,Sara's Shaman,Shaman Ghost,Chickasaw Gal,,,,,Gentry Farms,200000,,
4,8,2650,"Four Star Sales, Agent ",,King's Mistress,,B,Filly,King's Mistress,Palace Malice,Chick Chaser,,,,,"R.N.A. (40,000)",---,,
4,8,2651,Sam-Son Farm ,,Gas Me Up,,DB/BR,Colt,Gas Me Up,Hard Spun,Chic Thrill,,,,,Exline / Border Racing,140000,,
4,8,2652,"Vinery Sales, Agent VII ",,Goldencents --- City in the Sky,,CH,Colt,,Goldencents,City in the Sky,,,,,Colonial Bloodstock,40000,,
4,8,2653,"Warrendale Sales, Agent for Sandra Sexton ",,Classy Action,,CH,Filly,Classy Action,Munnings,Classic Joy,,,,,Out,0,,
4,8,2654,"Mulholland Springs, Agent for Spendthrift Farm LLC ",,Mor Happy Hours,,DB/BR,Filly,Mor Happy Hours,Mor Spirit,Cocktail Countess,,,,,Parrish Farms,30000,,
4,8,2655,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent II ",,Twirling Ghost,,DB/BR,Colt,Twirling Ghost,Twirling Candy,Come Home Lady,,,,,Stall Poulard,30000,,
4,8,2656,"Brookdale Sales, Agent for the Estate of Tommy G. Ligon ",,Lucks At There,,DB/BR,Filly,Lucks At There,Kantharos,Come Sunday,,,,,Masanori Taki,45000,,
4,8,2657,"Indian Creek, Agent ",,Honor D Lady,,DB/BR,Filly,Honor D Lady,Honor Code,Complicated,,,,,"Jim Thompson, Agent",40000,,
4,8,2658,"Four Star Sales, Agent ",,Special Operator,,DB/BR,Colt,Special Operator,Violence,Connected Fitness,,,,,Don't Tell My Wife Stables,45000,,
4,8,2659,"Indian Creek, Agent ",,Honor Your Vow,,B,Colt,Honor Your Vow,Broken Vow,Conscription,,,,,Blas Perez Stables,31000,,
4,8,2660,"Cross Keys Sales LLC, Agent III ",,Lynna,,B,Filly,Lynna,Super Saver,Corinthian's Lark,,,,,DEC,37000,,
4,8,2661,"Taylor Made Sales Agency, Agent LVIII ",,Zookeeper,,B,Colt,Zookeeper,Good Samaritan,Corinthian Wind,,,,,Matthew Dohman,100000,,
4,8,2662,"Warrendale Sales, Agent for Stonestreet Bred & Raised ",,Second I D,,B,Colt,Second I D,Maclean's Music,Cowboytakemeaway,,,,,Gentry Farms,150000,,
4,8,2663,"Stone Farm, Agent ",,Mally's Monsoon,,B,Filly,Mally's Monsoon,Midnight Storm,Cowgirl Mally,,,,,Out,0,,
4,8,2664,"Candy Meadows Sales, Agent V ",,Miracle's Music,,CH,Colt,Miracle's Music,Maclean's Music,Crowning Moment,,,,,Maikel Samuel Garcia Medina,15000,,
4,8,2665,Calumet Farm ,,Prussian Blue,,DB/BR,Filly,Prussian Blue,Ransom the Moon,Cruisin'nthebridle,,,,,"R.N.A. (9,000)",---,,
4,8,2666,"Blandford Stud (Padraig Campion), Agent ",,Frosted --- Cry Me a River,,B    ,Filly,,Frosted,Cry Me a River,,,,,David Raposa,40000,,
4,8,2667,Sam-Son Farm ,,Chamber Music,,DB/BR,Colt,Chamber Music,Mendelssohn,Dance to the Sea,,,,,"D.J. Stable, LLC",210000,,
4,8,2668,"Hidden Brook, Agent XIX ",,West Coast --- Dance With Ron,,B,Colt,,West Coast,Dance With Ron,,,,,Eric Antonio Delvalle,130000,,
4,8,2669,"Vinery Sales, Agent for Haymarket Farm LLC ",,Gold Soundz,,B,Filly,Gold Soundz,Bolt d'Oro,Danzing Celtic,,,,,"Lauren Carlisle, Agent",40000,,
4,8,2670,"St George Sales, Agent XXI ",,Jebel Al Nur,,DB/BR,Colt,Jebel Al Nur,Honor Code,Daring Reality,,,,,A V K Bloodstock,25000,,
4,8,2671,"Vinery Sales, Agent L ",,Sabalenka,,CH   ,Filly,Sabalenka,Good Samaritan,Darling Daughter,,,,,"R.N.A. (30,000)",---,,
4,8,2672,"Anderson Farms, Agent ",,Collect Dattt,,B,Filly,Collect Dattt,Collected,Dattt Echo,,,,,Out,0,,
4,8,2673,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Creative Di,,B    ,Filly,Creative Di,Creative Cause,Dattts Lady Di,,,,,"Lothenbach Stables, Inc.",75000,,
4,8,2674,"Vinery Sales, Agent LXIII ",,Delta Delta,,CH   ,Colt,Delta Delta,Army Mule,Delta Sensation,,,,,Calumet Farm,65000,,
4,8,2675,"Serendipity Farm, Agent ",,Mor Victory,,CH,Colt,Mor Victory,Mor Spirit,Deputy Sarah,,,,,Scott Gelner,25000,,
4,8,2676,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds ",,Candy Coop,,CH,Filly,Candy Coop,Candy Ride (ARG),Diamond Ring,,,,,"Spring Creek Ranch, LLC",22000,,
4,8,2677,"Taylor Made Sales Agency, Agent CXLVI ",,Collect a Lil,,DB/BR,Filly,Collect a Lil,Collected,Diamonds for Lil,,,,,Out,0,,
4,8,2678,"South Point Sales Agency, Agent VI ",,Discreetly Thrifty,,B,Colt,Discreetly Thrifty,Super Saver,Discreet Meating,,,,,Out,0,,
4,8,2679,"Four Star Sales, Agent ",,Akdong Argo,,DB/BR,Filly,Akdong Argo,West Coast,Dixie Song,,,,,"R.N.A. (27,000)",---,,
4,8,2680,"Cross Keys Sales LLC, Agent I ",,Towner,,CH,Colt,Towner,Shackleford,Dorita's Candy,,,,,John Mentz,27000,,
4,8,2681,"Brookdale Sales, Agent for CASA Farms I LLC ",,Basic Truth,,B,Colt,Basic Truth,Empire Maker,Dream Spinner,,,,,"R.N.A. (14,000)",---,,
4,8,2682,"Buckland Sales (Zach Madden), Agent VI ",,Kicksandgiggles,,B,Colt,Kicksandgiggles,Bernardini,Driving Rain,,,,,"William Denzik, Agent for Rocket Ship Racing, LLC",35000,,
4,8,2683,Stone Farm ,,Wily Ways,,GR/RO,Filly,Wily Ways,First Samurai,Dyna Da Wyna,,,,,"R.N.A. (32,000)",---,,
4,8,2684,"Warrendale Sales, Agent XLII ",,Girl Named Charlie,,DB/BR,Filly,Girl Named Charlie,Maclean's Music,Dynarama,,,,,Jerry Caroom,160000,,
4,8,2685,"Indian Creek, Agent ",,Azov Sea,,CH,Colt,Azov Sea,More Than Ready,Easy Feeling,,,,,Better Be Quick 1 LLC,70000,,
4,8,2686,"Paramount Sales, Agent XLVII ",,Pop Pop's Ride,,DB/BR,Colt,Pop Pop's Ride,Candy Ride (ARG),Eileen's Girl,,,,,"Mike Pender, Agent",22000,,
4,8,2687,"Taylor Made Sales Agency, Agent CLXI ",,Gilded Planet,,CH,Filly,Gilded Planet,Tapit,Elaborate,,,,,Black Stone Farm,15000,,
4,8,2688,"Taylor Made Sales Agency, Agent LXXV ",,Cavu,,B,Filly,Cavu,Cloud Computing,Elbe (GB),,,,,Bentley Bloodstock LLC,135000,,
4,8,2689,"Hermitage Farm, Agent ",,La Shark,,CH,Filly,La Shark,Munnings,Elegant Model,,,,,"Rodolphe Brisset, Agt. for Storyteller Racing LLC",120000,,
4,8,2690,"Hidden Brook, Agent XIII ",,Stinson Beach,,B,Colt,Stinson Beach,Honor Code,Ellesmere,,,,,"R.N.A. (70,000)",---,,
4,8,2691,"Hidden Brook, Agent XXIX ",,Royal Salute,,B,Colt,Royal Salute,Oscar Performance,Eloquently (GB),,,,,Raroma Stables,130000,,
4,8,2692,Stone Farm ,,St Andres,,DB/BR,Colt,St Andres,Blame,Emperesse,,,,,Robert Stipa,60000,,
4,8,2693,"Blake-Albina Thoroughbred Services LLC, Agent I ",,Mogul Crack,,B    ,Colt,Mogul Crack,Distorted Humor,Empire Desire,,,,,St. George Stable LLC,50000,,
4,8,2694,"Warrendale Sales, Agent XXXVI ",,Apple Shake Shake,,DB/BR,Filly,Apple Shake Shake,Hard Spun,Enchanted Emma,,,,,Miracle Bloodstock,90000,,
4,8,2695,"Woodford Thoroughbreds, Agent for WinStar Farm Bred & Raised ",,Last of the Nile,,B,Filly,Last of the Nile,Pioneerof the Nile,Enchantress,,,,,Carrol Castille,75000,,
4,8,2696,Calumet Farm ,,British Crown,,B,Filly,British Crown,English Channel,Energia Fribby (BRZ),,,,,White Cloud Partners,100000,,
4,8,2697,"Bluegrass Thoroughbred Services Inc., Agent for Merriebelle Stable, LLC",,Snapper,,B,Colt,Snapper,Karakontie (JPN),English Sunset,,,,,"R.N.A. (15,000)",---,,
4,8,2698,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds ",,Punctuality,,CH,Colt,Punctuality,Union Rags,Etiquette,,,,,"R.N.A. (37,000)",---,,
4,8,2699,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Prerequisite,,B    ,Filly,Prerequisite,Upstart,Etsu,,,,,Mason Springs,47000,,
4,8,2700,"Blandford Stud (Padraig Campion), Agent ",,Fast Kimmie,,B,Filly,Fast Kimmie,Oscar Performance,Everqueen,,,,,Renee Miller,5000,,
4,8,2701,"Four Star Sales, Agent ",,Pardon Moi,,B,Filly,Pardon Moi,Not This Time,Excuse My French,,,,,"Brooke Hubbard, Agent",120000,,
4,8,2702,Brandywine Farm (Jim & Pam Robinson) ,,Mo Eh Hennessy,,DB/BR,Colt,Mo Eh Hennessy,Mo Town,Express Chick,,,,,Little Farm,10000,,
4,8,2703,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent I ",,Runhappy --- Facethefront,,DB/BR,Colt,,Runhappy,Facethefront,,,,,Out,0,,
4,8,2704,"Blandford Stud (Padraig Campion), Agent ",,Anestesiologa,,B,Filly,Anestesiologa,Mastery,Factfull,,,,,Gabriela Marquina,9000,,
4,8,2705,"Brookdale Sales, Agent ",,Dunedin,,CH,Colt,Dunedin,Munnings,Faith in Cathy,,,,,John Ballantyne/NBS Stable,140000,,
4,8,2706,"Paramount Sales, Agent XXXV ",,Hildee John,,DB/BR,Filly,Hildee John,Gormley,Fall Fantasy,,,,,Out,0,,
4,8,2707,"Warrendale Sales, Agent XXIV ",,Tahiyati,,CH,Filly,Tahiyati,Mastery,Fancy Kitten,,,,,Out,0,,
4,8,2708,"South Point Sales Agency, Agent III ",,Fancy Caber Neigh,,B,Filly,Fancy Caber Neigh,Mendelssohn,Fancy Point,,,,,Tommy Piwonski,75000,,
4,8,2709,KatieRich Farms ,,State Champ,,CH,Colt,State Champ,Union Rags,Fantasy of Flight,,,,,"Jan Adkinson, Agent for """,27000,,
4,8,2710,"Indian Creek, Agent ",,Storm Brave,,B    ,Colt,Storm Brave,Dialed In,Figure of Beauty,,,,,"Leandro Torres, Agent / Jose Dominici",17000,,
4,8,2711,"Indian Creek, Agent ",,Teona Bars,,GR/RO,Filly,Teona Bars,Tapwrit,First Kiss,,,,,Kinga Farm,27000,,
4,8,2712,Hinkle Farms ,,Zeus' War,,CH,Colt,Zeus' War,Dialed In,First Tomoe,,,,,"Jet Horse, LLC",190000,,
4,8,2713,"Taylor Made Sales Agency, Agent CLXXIII ",,Five Star G Man,,B,Colt,Five Star G Man,Mendelssohn,Five Star Rampage,,,,,Out,0,,
4,8,2714,"Anderson Farms, Agent ",,Gravy,,B,Filly,Gravy,Collected,Flawless Diamond,,,,,Out,0,,
4,8,2715,"Ballysax Bloodstock, Agent for HnR Nothhaft Horseracing LLC ",,Culpa Blanco,,B,Filly,Culpa Blanco,Always Dreaming,Fly Down Too,,,,,"Legion Bloodstock, Agent for Craig Siedler",10000,,
4,8,2716,"Trackside Farm (Tom Evans), Agent for Tenlane Farm and Trackside Farm",,Radeda,,B,Colt,Radeda,Hard Spun,Fondness,,,,,AVK Bloodstock,30000,,
4,8,2717,"Blake-Albina Thoroughbred Services LLC, Agent I ",,Batata,,DB/BR,Colt,Batata,Street Sense,Forbidden Kiss,,,,,St. George Stable LLC,40000,,
4,8,2718,"Warrendale Sales, Agent XXVIII ",,Power Alley,,DB/BR,Colt,Power Alley,Mendelssohn,Fort Afleet,,,,,"Team Forster, LLC",40000,,
4,8,2719,"Four Star Sales, Agent ",,El Rocinante,,DB/BR,Colt,El Rocinante,Unified,Fourscoreandseven,,,,,Out,0,,
4,8,2720,"Taylor Made Sales Agency, Agent LIII ",,Run Cory Run,,CH,Colt,Run Cory Run,Accelerate,Frere Pilgrim,,,,,Gentry Farms,32000,,
4,8,2721,"James M. Herbener Jr., Agent VII ",,Musicmansandy,,B,Filly,Musicmansandy,Accelerate,Full Moon Frolic,,,,,Elusive Thoroughbreds,160000,,
4,8,2722,"St George Sales, Agent XXVIII ",,Pasquinade,,B,Filly,Pasquinade,Practical Joke,Gayatri,,,,,Legion Bloodstock. Agent for Hope Jones,110000,,
4,8,2723,"Taylor Made Sales Agency, Agent CLXXIX ",,Judy's Custard,,CH,Filly,Judy's Custard,Maclean's Music,Gaze,,,,,Kirk & Judy Robison,185000,,
4,8,2724,"Bluegrass Thoroughbred Services Inc., Agent III ",,Winker,,DB/BR,Filly,Winker,Collected,Girl Code,,,,,Bay Harbour Associates,40000,,
4,8,2725,"Stone Farm, Agent ",,Leola,,CH,Colt,Leola,Street Boss,Gladiola,,,,,"R.N.A. (97,000)",---,,
4,8,2726,"Hermitage Farm, Agent ",,Cadillac Candy,,B,Colt,Cadillac Candy,Twirling Candy,Gladita F.,,,,,Reagan Bregman,15000,,
4,8,2727,Crowning Point Farm ,,Apple Lover,,B    ,Filly,Apple Lover,Good Samaritan,Glencoe Church,,,,,Richard Perkins,22000,,
4,8,2728,"Lantern Hill Farm LLC, Agent IV ",,Karen's Honor,,B    ,Filly,Karen's Honor,Honor Code,Glory Gal,,,,,"Stripes Stable LLC, Agent",30000,,
4,8,2729,"Stuart Morris, Agent V ",,Funny Honey,,B,Filly,Funny Honey,Practical Joke,Goldenmine,,,,,Out,0,,
4,8,2730,"Mulholland Springs, Agent X ",,Unaffected,,B,Colt,Unaffected,Practical Joke,Golden Miss,,,,,Out,0,,
4,8,2731,"Brookdale Sales, Agent ",,Legend of Cannes,,B,Colt,Legend of Cannes,Cairo Prince,Goodness Gray,,,,,Pick View,35000,,
4,8,2732,"Shawhan Place LLC, Agent IV ",,Bourbon and Honey,,DB/BR,Filly,Bourbon and Honey,Street Boss,Grant Park,,,,,Resolute Racing Alliance,50000,,
4,8,2733,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Captain Jack,,B,Colt,Captain Jack,McCraken,Great Family,,,,,"Lothenbach Stables, Inc.",60000,,
4,8,2734,"Four Star Sales, Agent ",,Major Nelson,,CH,Colt,Major Nelson,Lord Nelson,Great Lookinblonde,,,,,"R.N.A. (7,000)",---,,
4,8,2735,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Countess of Cairo,,B,Filly,Countess of Cairo,Cairo Prince,Guess What,,,,,Jose Caraballo,3000,,
4,8,2736,"Hidden Brook, Agent XII ",,O B's,,B,Colt,O B's,Cairo Prince,Hearts On Fire,,,,,Bill McLean,20000,,
4,8,2737,"Cara Bloodstock (Bernard McCormack), Agent II ",,Bolt d'Plata,,B,Colt,Bolt d'Plata,Bolt d'Oro,Hekaayaat,,,,,Gatsas Stables,60000,,
4,8,2738,"Four Star Sales, Agent ",,Eggsy,,DB/BR,Colt,Eggsy,Hard Spun,Here to Stay,,,,,Elscott Farm,25000,,
4,8,2739,"Buckland Sales (Zach Madden), Agent XIII ",,Shake Rattle Nroll,,CH,Filly,Shake Rattle Nroll,Violence,High Fashion Diva,,,,,Gus Viahos,50000,,
4,8,2740,Monticule LLC ,,Poseidonian,,DB/BR,Colt,Poseidonian,Lord Nelson,High Priestess,,,,,"R.N.A. (40,000)",---,,
4,8,2741,"Stuart Morris, Agent X ",,Extreme Access,,CH,Colt,Extreme Access,Kantharos,High Speed Access,,,,,"R.N.A. (70,000)",---,,
4,8,2742,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Don't Let Go,,B    ,Colt,Don't Let Go,Creative Cause,Hold Her Tight,,,,,Mason Springs for Jett North LLC,22000,,
4,8,2743,"Nicky Drion Thoroughbreds, Agent ",,Color Moon,,CH,Colt,Color Moon,Malibu Moon,Holiday Babe,,,,,Black Stone Farm,40000,,
4,8,2744,"Taylor Made Sales Agency, Agent CXLVI ",,Kalatrava,,B,Filly,Kalatrava,Blame,Holiday Fashion,,,,,Out,0,,
4,8,2745,"Burleson Farms, Agent ",,Const Holiday,,B    ,Colt,Const Holiday,Constitution,Holiday's Angel,,,,,Delta Bloodstock,15000,,
4,8,2746,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,Honey Hauler,,CH   ,Filly,Honey Hauler,Creative Cause,Honey Talk,,,,,Novogratz,37000,,
4,8,2747,"Blake-Albina Thoroughbred Services LLC, Agent I ",,Embraceable,,CH   ,Filly,Embraceable,Collected,Honky Tonk Trick,,,,,"Kenneth McPeek, Agent",70000,,
4,8,2748,"Trackside Farm (Tom Evans), Agent for Tenlane Farm ",,Yorkshire Prince,,DB/BR,Colt,Yorkshire Prince,Cairo Prince,Hopeful Union,,,,,Eric Antonio Delvalle,55000,,
4,8,2749,"Taylor Made Sales Agency, Agent CXLVI ",,Swelter,,B,Colt,Swelter,Tiznow,Hot Cha,,,,,Out,0,,
4,8,2750,"Warrendale Sales, Agent for Sandra Sexton and Silver Fern Farm",,Coffee Caliente,,B,Colt,Coffee Caliente,Good Samaritan,Hot Coffee,,,,,Jim Zahler,62000,,
4,8,2751,"Stone Farm, Agent ",,Save Your Tears,,B,Filly,Save Your Tears,Collected,Hottalabamba,,,,,de Meric Sales,160000,,
