Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
6,1970,"Claiborne Farm, Agent ","","Heels Together","01/24/2018","B",Filly,"Heels Together","Hard Spun","High Heeled Girl","","","","Racing or Broodmare Prospect","Action Stables",5000
6,1971,"Bluewater Sales LLC, Agent XIII ","","Helen Kathleen","03/13/2011","B",Mare,"Helen Kathleen","Candy Ride (ARG)","Indy Verse","Frosted","02/17/2022","pregnant","Broodmare","Harry Rosenblum",20000
6,1972,"Bluewater Sales LLC, Agent XIX ","","Highestmaintenance","02/04/2010","DB/BR",Mare,"Highestmaintenance","Macho Uno","Half Heaven","Tiz the Law","06/07/2022","pregnant","Broodmare","Out",0
6,1973,"Taylor Made Sales Agency, Agent CXLII ","","Hishi Aspen","03/06/2004","CH",Mare,"Hishi Aspen","Forestry","Candace in Aspen","Connect","03/02/2022","pregnant","Broodmare","Bill McDowell",5000
6,1974,"Buckland Sales (Zach Madden), Agent XV ","","Holly Molly Dolly","02/01/2016","DB/BR",Mare,"Holly Molly Dolly","Arch","Rcuandry","Mo Town","04/03/2022","pregnant","Broodmare","Leinster Racing",7000
6,1975,"Lane's End, Agent ","","Hone In","01/25/2012","B",Mare,"Hone In","Smart Strike","Direct Line","Omaha Beach","04/12/2022","pregnant","Broodmare","Eddie Maldonado",23000
6,1976,"Lane's End, Agent ","","Honeycomb","02/03/2019","B",Filly,"Honeycomb","Hard Spun","Ice Cream Silence","","","","Broodmare Prospect","Out",0
6,1977,"Taylor Made Sales Agency, Agent CXLIV ","","Honor America","05/12/2018","B",Mare,"Honor America","Into Mischief","Honour Isabel","The Factor","03/18/2022","pregnant","Broodmare","Out",0
6,1978,"Taylor Made Sales Agency, Agent LXXXI ","","Honor Yours","03/23/2018","B",Mare,"Honor Yours","Honor Code","Uniformly Yours","Daredevil","03/08/2022","pregnant","Broodmare","Jody Huckabay, Agent",130000
6,1979,"Vinery Sales, Agent XLIX ","","Bolt d'Oro --- Hopeful Joy","04/25/2022","B    ",Colt,"","Bolt d'Oro","Hopeful Joy","","","","Weanling","R.N.A. (37,000)",---
6,1980,"Lane's End, Agent ","","Hot Novel","04/24/2012","B    ",Mare,"Hot Novel","Bernardini","Scarlet Ibis (GB)","Liam's Map","04/05/2022","pregnant","Broodmare","Rachel Holden, Agent for Slam Dunk Racing",17000
6,1981,"Vinery Sales, Agent X ","","Gift Box --- Hug Me Tight","02/14/2022","B",Filly,"","Gift Box","Hug Me Tight","","","","Weanling","R.N.A. (14,000)",---
6,1982,"Terrazas Thoroughbreds, Agent ","","Instant Karma","04/09/2022","B",Colt,"Instant Karma","Instagrand","I Am Miss Brown","","","","Weanling","R.N.A. (27,000)",---
6,1983,"Bluewater Sales LLC, Agent XI ","","Igloo","02/13/2018","B",Filly,"Igloo","Mshawish","Winter Palace","","","","Racing or Broodmare Prospect","Out",0
6,1984,"Stone Farm, Agent ","","Illuminator","03/28/2016","DB/BR",Mare,"Illuminator","Malibu Moon","Just Joyful","Collected","06/29/2022","pregnant","Broodmare","Anthony J. Trujillo",3000
6,1985,"Vinery Sales, Agent LXXII ","","I'mnotshyi'llbuy","03/11/2015","B",Mare,"I'mnotshyi'llbuy","Distorted Humor","Dontbeshy I'll Buy","Good Magic","02/15/2022","pregnant","Broodmare","Harris Farms",77000
6,1986,"Four Star Sales, Agent for St. Simon Place, LLC ","","Ivory and Ebony","04/05/2022","DB/BR",Filly,"Ivory and Ebony","Spun to Run","Imprint","","","","Weanling","Potrero Stables",11000
6,1987,"St George Sales, Agent VI ","","Caspian Wind","03/14/2022","CH",Colt,"Caspian Wind","Vekoma","Inconclusive","","","","Weanling","Out",0
6,1988,"Vinery Sales, Agent LXXXIII ","","Volatile --- Indomitable Spirit","03/22/2022","GR/RO",Colt,"","Volatile","Indomitable Spirit","","","","Weanling","Out",0
6,1989,"Vinery Sales, Agent LVII ","","Big Boy Jak","01/31/2022","B    ",Colt,"Big Boy Jak","Thousand Words","Into Oblivion","","","","Weanling","Woodberry Payne",32000
6,1990,"Lane's End, Agent ","","Island School","03/18/2008","DB/BR",Mare,"Island School","A.P. Indy","Mumbo Jumbo","City of Light","05/12/2022","pregnant","Broodmare","Out",0
6,1991,"Buck Pond Farm (Douglas S. Arnold), Agent ","","Jaarpita (IRE)","02/25/2018","B",Mare,"Jaarpita (IRE)","Australia (GB)","Anklet (IRE)","Shancelot","04/18/2022","pregnant","Broodmare","R.N.A. (24,000)",---
6,1992,"Four Star Sales, Agent for St. Simon Place, LLC ","","Spinning Glory","02/17/2022","DB/BR",Filly,"Spinning Glory","Spun to Run","Jaded Glory","","","","Weanling","Lee Rogers",40000
6,1993,"Four Star Sales, Agent for St. Simon Place, LLC ","","Jaded Glory","02/25/2012","B",Mare,"Jaded Glory","Smart Strike","Jade Queen","McKinzie","03/18/2022","pregnant","Broodmare","Out",0
6,1994,"Lane's End, Agent ","","Jadira","02/12/2010","B",Mare,"Jadira","Pleasantly Perfect","I'm Breathtaking","Union Rags","03/21/2022","pregnant","Broodmare","Checkmate Thoroughbreds LLC",4000
6,1995,"Lane's End, Agent ","","Jewel of the Sea","01/15/2018","CH   ",Mare,"Jewel of the Sea","Curlin","Jewel of a Cat","Union Rags","05/21/2022","pregnant","Broodmare","First Rate Partners",35000
6,1996,"Castle Park Farm LLC (Noel Murphy), Agent XII ","","Jinny Jump Up","04/21/2008","B",Mare,"Jinny Jump Up","Jump Start","Jinny's Gold","Global Campaign","04/01/2022","pregnant","Broodmare","Terry  Adcock",18000
6,1997,"Lantern Hill Farm LLC, Agent I ","","Jolina","02/02/2018","B",Filly,"Jolina","Lemon Drop Kid","Julie Be Good","","","","Racing or Broodmare Prospect","Pinhook Bloodstock International",43000
6,1998,"Stuart Morris, Agent for Highclere, Rabanal and Wickes","","Karmari","03/18/2019","DB/BR",Mare,"Karmari","Mastery","Tuscan Sunset","Audible","04/12/2022","pregnant","Broodmare","Glencrest Farm",50000
6,1999,"Scott Mallory, Agent XV ","","Khaleesi (BRZ)","07/13/2013","CH   ",Mare,"Khaleesi (BRZ)","Kitten's Joy","Sophie's Salad","Yaupon","05/11/2022","pregnant","Broodmare","R.N.A. (72,000)",---
6,2000,"Candy Meadows Sales, Agent I ","","Kinsley","02/03/2012","DB/BR",Mare,"Kinsley","Pulpit","Uninhibited Song","Palace Malice","05/26/2022","not pregnant","Broodmare","Murat Sancal",3500
6,2001,"Four Star Sales, Agent for Walmac Farm, LLC ","","Kohala Coast","03/02/2016","B",Mare,"Kohala Coast","Into Mischief","Southern Accents","Dialed In","03/04/2022","pregnant","Broodmare","R.N.A. (20,000)",---
6,2002,"Lane's End, Agent ","","Konza Kandy","06/05/2016","DB/BR",Mare,"Konza Kandy","Twirling Candy","Heart Thief","Vino Rosso","04/04/2022","pregnant","Broodmare","John Ballantyne/NBS Stable",35000
6,2003,"Vinery Sales, Agent LXXIV ","","Five a Side","02/15/2022","DB/BR",Filly,"Five a Side","Spun to Run","Kylbrylie","","","","Weanling","Out",0
6,2004,"Lane's End, Agent ","","Lady Dancealot","04/23/2017","CH",Mare,"Lady Dancealot","Giant's Causeway","K. D.'s Shady Lady","Rock Your World","03/29/2022","pregnant","Broodmare","Spearmaco",50000
6,2005,"Lane's End, Agent ","","Lady d'Arbanville","01/18/2020","DB/BR",Filly,"Lady d'Arbanville","Uncle Mo","Alexis Tangier","","","","Broodmare Prospect","James Jankiewicz",20000
6,2006,"Taylor Made Sales Agency, Agent LXXVII ","","Lady of Cofachiqui","04/28/2019","B",Mare,"Lady of Cofachiqui","Union Rags","Cofachiqui","Improbable","04/04/2022","pregnant","Broodmare","Craig Singer",55000
6,2007,"Legacy Bloodstock, Agent XXVII ","","Lady","04/17/2014","B",Mare,"Lady","Malibu Moon","Tortuga Lady","By My Standards","05/22/2022","pregnant","Broodmare","McMahon & Hill Bloodstock, Agent",20000
6,2008,"Highgate Sales, Agent XIX ","","Maclean's Music --- La Sirena","04/12/2022","B",Colt,"","Maclean's Music","La Sirena","","","","Weanling","Global Racing LLC",47000
6,2009,"Grovendale Sales, Agent VI ","","Late 'n Left","04/01/2013","CH   ",Mare,"Late 'n Left","Lucky Pulpit","Royal Grand Slam","Vekoma","03/10/2022","pregnant","Broodmare","Erlandson LLC",42000
6,2010,"Buckland Sales (Zach Madden), Agent IX ","","Laura's Angle","03/26/2018","B",Mare,"Laura's Angle","Union Rags","Count to Eleven","Improbable","04/09/2022","pregnant","Broodmare","R.N.A. (27,000)",---
6,2011,"Bluewater Sales LLC, Agent VI ","","Laurel Canyon","01/28/2019","DB/BR",Filly,"Laurel Canyon","Nyquist","Moon River Gal","","","","Racing or Broodmare Prospect","Out",0
6,2012,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for Juddmonte","","Lead Along","03/18/2012","B",Mare,"Lead Along","Smart Strike","Promising Lead (GB)","Tacitus","05/26/2022","pregnant","Broodmare","Patrick Lawley-Wakelin, Agent for JPE Equine LLC",75000
6,2013,"Stone Farm ","","Libation","04/22/2015","GR/RO",Mare,"Libation","Trappe Shot","Flask","Unified","05/24/2022","pregnant","Broodmare","David E Hager II, Agent for Daniela Boyd",10000
6,2014,"Taylor Made Sales Agency, Agent XCVI ","","Lifeflight","05/02/2018","B",Mare,"Lifeflight","Quality Road","Trickski","Runhappy","03/11/2022","pregnant","Broodmare","Endeavor Farm, Agent for Cypress Bend Farm",70000
6,2015,"Vinery Sales, Agent LXXII ","","Liszy's Union","03/29/2010","DB/BR",Mare,"Liszy's Union","Dixie Union","Liszy","Maclean's Music","05/10/2022","pregnant","Broodmare","Tony and Michael Holmes",70000
6,2016,"Lane's End, Agent ","","Little Nellie","05/11/2012","GR/RO",Mare,"Little Nellie","Mizzen Mast","Mrs. Marcos","Oscar Performance","04/20/2022","pregnant","Broodmare","Michael J. Wood",1500
6,2017,"Winter Quarter Farm, Agent I ","","Little Skellig","02/27/2019","B",Mare,"Little Skellig","Malibu Moon","Zia","Mitole","04/08/2022","pregnant","Broodmare","Stonegate Stables / William Johnson",30000
6,2018,"Candy Meadows Sales, Agent XXIV ","","Feasible","02/13/2022","CH",Filly,"Feasible","Practical Joke","Loudly","","","","Weanling","Out",0
6,2019,"Ballysax Bloodstock, Agent for Forever Spring Farm LLC ","","Love Blues","03/13/2013","B",Mare,"Love Blues","Bluegrass Cat","Lemon Drop's Love","West Coast","05/06/2022","pregnant","Broodmare","Wake Forest",4000
6,2020,"Ballysax Bloodstock, Agent for Forever Spring Farm LLC ","","Autumn Rhythm","04/13/2022","CH   ",Filly,"Autumn Rhythm","Vekoma","Love Blues","","","","Weanling","Cecil Seaman, Agent for Jon Marshall",50000
6,2021,"Vinery Sales, Agent LXXII ","","Loving Moment","02/20/2015","DB/BR",Mare,"Loving Moment","Uncle Mo","Rich Love","Good Magic","04/24/2022","pregnant","Broodmare","TLC Thoroughbreds LLC",75000
6,2022,"Taylor Made Sales Agency, Agent XCV ","","Lunar Tunes","02/17/2019","B",Filly,"Lunar Tunes","Malibu Moon","My Limit","","","","Broodmare Prospect","Out",0
6,2023,"Legacy Bloodstock, Agent XXX ","","Luna Vega","04/10/2005","CH",Mare,"Luna Vega","Malibu Moon","Donnavega","Kantharos","04/11/2022","pregnant","Broodmare","Scott & Company Farm LLC",9000
6,2024,"Four Star Sales, Agent ","","Hippy Hippy Shake","02/24/2022","B",Filly,"Hippy Hippy Shake","Mitole","Made Up","","","","Weanling","Lara Run",15000
6,2025,"Four Star Sales, Agent ","","Made Up","03/30/2009","DB/BR",Mare,"Made Up","Bluegrass Cat","Make Known","Volatile","04/13/2022","pregnant","Broodmare","Jeff Ramey / Stone Columns Stables",27000
6,2026,"Grovendale Sales, Agent XI ","","Magically Honored","02/19/2017","B",Mare,"Magically Honored","Honor Code","Egyptian Magic","Blame","03/11/2022","pregnant","Broodmare","Checkmate Thoroughbreds LLC",24000
6,2027,"Four Star Sales, Agent ","","Putting Eagle","02/06/2022","CH",Colt,"Putting Eagle","Volatile","Magic Motion","","","","Weanling","R.N.A. (25,000)",---
6,2028,"Taylor Made Sales Agency, Agent CXIX ","","Majestic Dawn","04/30/2016","B",Mare,"Majestic Dawn","Kitten's Joy","Brushwork","Audible","04/30/2022","pregnant","Broodmare","Richard Barton Enterprises",40000
6,2029,"Mill Ridge Sales, Agent ","","Mana Pools","01/24/2009","B",Mare,"Mana Pools","Gone West","Shop Again","Hard Spun","02/28/2022","pregnant","Broodmare","J. C. Farm",37000
6,2030,"Hidden Brook, Agent XXI ","","Map of Life","03/11/2020","GR/RO",Filly,"Map of Life","Liam's Map","Brush Up","","","","Racing or Broodmare Prospect","Out",0
6,2031,"Knockgriffin Farm Inc. ","","Margarita Time","04/21/2018","DB/BR",Filly,"Margarita Time","Noble Mission (GB)","Cocktail Hour","","","","Broodmare Prospect","Out",0
6,2032,"Grovendale Sales, Agent XXII ","","Maritimeconnection","03/15/2014","B    ",Mare,"Maritimeconnection","Lookin At Lucky","Maritime Passion","Runhappy","02/28/2022","pregnant","Broodmare","Pin Oak Stud",30000
6,2033,"Taylor Made Sales Agency, Agent CX ","","Babu","02/02/2022","DB/BR",Filly,"Babu","Caravaggio","Matisi","","","","Weanling","R.N.A. (45,000)",---
6,2034,"Pope McLean (Crestwood Farm), Agent XI ","","Vandam","02/09/2022","B    ",Colt,"Vandam","Cloud Computing","May Who","","","","Weanling","R.N.A. (12,000)",---
6,2035,"Four Star Sales, Agent for Saxony Farm LLC ","","Blame --- Meister Legend","04/16/2022","B    ",Filly,"","Blame","Meister Legend","","","","Weanling","Bourbon Batch Stable",55000
6,2036,"Bluewater Sales LLC, Agent XVIII ","","Mia Martina","02/07/2018","B",Filly,"Mia Martina","Not This Time","Proud and Charming","","","","Racing or Broodmare Prospect","D C T M, Agent",130000
6,2037,"Taylor Made Sales Agency, Agent CXLIV ","","Midnight Etiquette","02/25/2018","DB/BR",Mare,"Midnight Etiquette","Midnight Lute","Proper","Bolt d'Oro","04/11/2022","pregnant","Broodmare","Out",0
6,2038,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for STH LLC","","Miracles Forever (AUS)","08/30/2016","B",Mare,"Miracles Forever (AUS)","Medaglia d'Oro","Miracles Of Life (AUS)","Kantharos","04/16/2022","pregnant","Broodmare","Two Hearts Farm",17000
6,2039,"Vinery Sales, Agent for HREH, Raised at Springhill Equine","","Bella Abita","03/27/2022","DB/BR",Filly,"Bella Abita","Upstart","Miss Abita","","","","Weanling","Out",0
6,2040,"Baldwin Bloodstock, Agent I ","","Volatile --- Miss Baby Betty","01/26/2022","DB/BR",Filly,"","Volatile","Miss Baby Betty","","","","Weanling","Not Furlong Stable",27000
6,2041,"Lane's End, Agent ","","Miss Dial","03/23/2018","DB/BR",Mare,"Miss Dial","Dialed In","Fall Fantasy","Twirling Candy","03/23/2022","pregnant","Broodmare","Everything's Cricket Racing",115000
6,2042,"Candy Meadows Sales, Agent XIV ","","Echo Town --- Miss Malice","02/09/2022","CH   ",Filly,"","Echo Town","Miss Malice","","","","Weanling","Grand Hill Farm",26000
6,2043,"Penn Sales, Agent for Venneri and Fanticola ","","Red Rose Rockin","03/12/2022","GR/RO",Filly,"Red Rose Rockin","The Factor","Miss My Rose","","","","Weanling","High Street Investments",27000
6,2044,"Claiborne Farm, Agent ","","Miss Stella","04/03/2018","B    ",Mare,"Miss Stella","Orb","Miss Tattle Tale","First Samurai","03/17/2022","pregnant","Broodmare","Tara Horse Farm, Inc",10000
6,2045,"Vinery Sales, Agent LXXII ","","Miss Twenty","04/05/2018","B",Mare,"Miss Twenty","Bodemeister","Dinner's Out (GB)","Army Mule","04/24/2022","pregnant","Broodmare","R.N.A. (75,000)",---
6,2046,"Legacy Bloodstock, Agent XXI ","","Modern Lady","05/06/2013","DB/BR",Mare,"Modern Lady","Candy Ride (ARG)","Harriett Lane","Goldencents","04/20/2022","pregnant","Broodmare","Nirvana Farm LLC",15000
6,2047,"Legacy Bloodstock, Agent XXI ","","Candyland Phil","03/18/2022","GR/RO",Colt,"Candyland Phil","Volatile","Modern Lady","","","","Weanling","Safire Stables",40000
6,2048,"Hidden Brook, Agent XIII ","","More Or Less","01/13/2017","DB/BR",Mare,"More Or Less","More Than Ready","Omaticaya (IRE)","Honor Code","05/17/2022","pregnant","Broodmare","Jay Adcock",3200
6,2049,"Vinery Sales, Agent LXXII ","","Morning Light","02/28/2017","B",Mare,"Morning Light","Union Rags","New Hope Seven","Good Magic","04/30/2022","pregnant","Broodmare","John W. Phillips",50000
6,2050,"Bluewater Sales LLC, Agent XX ","","Mun Luv","05/14/2018","B",Filly,"Mun Luv","Munnings","Qualia","","","","Racing or Broodmare Prospect","Pin Oak Stud",97000
6,2051,"St George Sales, Agent XX ","","Murmur","03/11/2015","B    ",Mare,"Murmur","Arch","Light Blow","Omaha Beach","03/14/2022","pregnant","Broodmare","R.N.A. (50,000)",---
6,2052,"Ballysax Bloodstock, Agent V ","","Fabra","04/22/2022","DB/BR",Filly,"Fabra","Flatter","Music Major","","","","Weanling","John Black",45000
6,2053,"Scott Mallory, Agent ","","Off Pitch","01/09/2022","DB/BR",Filly,"Off Pitch","Mo Town","Music Teacher","","","","Weanling","Louis Dubois",25000
6,2054,"Grovendale Sales, Agent XVII ","","Caravaggio --- My Adeline","02/17/2022","B",Filly,"","Caravaggio","My Adeline","","","","Weanling","Bella Racing",13000
6,2055,"Taylor Made Sales Agency, Agent CXXII ","","Beths Vengeance","05/08/2022","CH",Filly,"Beths Vengeance","Vino Rosso","My Blue Sky","","","","Weanling","Out",0
6,2056,"Candy Meadows Sales, Agent XXV ","","My Pi Romancer","03/23/2014","DB/BR",Mare,"My Pi Romancer","Unusual Heat","Free the Magic","Lookin At Lucky","05/17/2022","pregnant","Broodmare","John Ballantyne/NBS Stable",40000
6,2057,"Vinery Sales, Agent LXXII ","","Midnight Boss","03/14/2022","DB/BR",Colt,"Midnight Boss","Street Boss","My Sparkling Arch","","","","Weanling","Timbercreek Farm",42000
6,2058,"Vinery Sales, Agent LXXII ","","Mystic Nile","02/17/2015","B",Mare,"Mystic Nile","Pioneerof the Nile","Cohiba Miss","Army Mule","03/13/2022","pregnant","Broodmare","Rancho San Miguel",45000
6,2059,"Penn Sales ","","Instagrand --- Nancy G.","03/04/2022","B",Colt,"","Instagrand","Nancy G.","","","","Weanling","Out",0
6,2060,"Mill Ridge Sales, Agent ","","Nashindy","05/17/2009","DB/BR",Mare,"Nashindy","A.P. Indy","Nashinda","Daredevil","03/22/2022","pregnant","Broodmare","WinForce Thoroughbreds, Agent for EAS Equine",21000
6,2061,"Taylor Made Sales Agency, Agent LXVI ","","Complexity --- Natural Wonder","04/06/2022","B",Colt,"","Complexity","Natural Wonder","","","","Weanling","Horseplay Investments",45000
6,2062,"Claiborne Farm, Agent ","","Naval Battle","04/22/2018","B    ",Mare,"Naval Battle","War Front","Wonderful (IRE)","Raging Bull (FR)","03/07/2022","pregnant","Broodmare","John Ballantyne/NBS Stable",100000
6,2063,"Ballysax Bloodstock, Agent XXX ","","Never Grow Old","02/05/2014","B",Mare,"Never Grow Old","Scat Daddy","Noches De Rosa (CHI)","Practical Joke","02/11/2022","pregnant","Broodmare","Out",0
6,2064,"Lane's End, Agent ","","No Labels","03/22/2019","DB/BR",Mare,"No Labels","War Front","Irish Mission","Daredevil","04/08/2022","pregnant","Broodmare","Everything's Cricket Racing",55000
6,2065,"Mill Ridge Sales, Agent ","","Goldencents --- No More Excuses","03/10/2022","DB/BR",Filly,"","Goldencents","No More Excuses","","","","Weanling","D K W Racing",30000
6,2066,"Four Star Sales, Agent ","","Cote Fleurie","03/17/2022","DB/BR",Filly,"Cote Fleurie","Mitole","Nothing But Tom","","","","Weanling","R.N.A. (25,000)",---
6,2067,"Lane's End, Agent ","","Ocean Reef","04/28/2013","B",Mare,"Ocean Reef","War Front","Sea Gull","Honor A. P.","02/28/2022","pregnant","Broodmare","Richard Barton Enterprises",25000
6,2068,"Vinery Sales, Agent XXXVI ","","Preservationist --- Officer Leah","02/08/2022","B",Colt,"","Preservationist","Officer Leah","","","","Weanling","Out",0
6,2069,"Ballysax Bloodstock, Agent for HnR Nothhaft Horseracing LLC ","","Oh No","04/07/2014","B",Mare,"Oh No","Pioneerof the Nile","Walking Path","Improbable","04/26/2022","pregnant","Broodmare","Mighty Acres",10000
6,2070,"Scott Mallory, Agent ","","Old South Ball","03/23/2013","CH",Mare,"Old South Ball","Drosselmeyer","Satinet","Upstart","03/17/2022","pregnant","Broodmare","Ahmad Alabdullatif",11000
6,2071,"Vinery Sales, Agent for HREH, Raised at Springhill Equine","","Shagran","01/25/2022","CH",Colt,"Shagran","Tapiture","Once Around","","","","Weanling","Timbercreek Farm",40000
6,2072,"Vinery Sales, Agent LV ","","Musical Freedom","03/06/2022","B    ",Colt,"Musical Freedom","Maclean's Music","On Parole","","","","Weanling","Reeves Thoroughbred Racing",120000
